id,x,y,z
0,0.7831325301204819,-0.7429718875502012,0.16917480775166105
1,-1.4257028112449799,4.357429718875501,1362.1464523119923
2,-0.261044176706827,-0.9839357429718874,0.3963619236711286
3,0.903614457831325,-2.9518072289156625,268.2045396688283
4,-3.9558232931726907,-4.116465863453815,1922.7484026022435
5,-3.755020080321285,-0.46184738955823335,574.3942708874039
6,3.95582329317269,3.313253012048193,1276.904845954706
7,-2.6305220883534135,4.477911646586346,1553.8639611103386
8,1.8273092369477908,-1.7469879518072289,24.20993450319269
9,-0.261044176706827,-0.020080321285140812,0.2665597633167305
10,4.477911646586346,3.835341365461847,2747.10912903998
11,1.7068273092369477,1.666666666666667,24.669656372862192
12,2.469879518072289,0.8232931726907626,23.083988937409192
13,3.072289156626505,1.3855421686746991,142.29596010946068
14,3.1526104417670684,-2.429718875502008,267.71051376555886
15,2.068273092369478,-4.317269076305221,1310.912618679914
16,1.666666666666667,-5.0,2393.7185642432555
17,-0.4216867469879517,3.594377510040161,615.1119074973795
18,-0.7429718875502012,-3.9156626506024095,883.5354482361224
19,-4.959839357429719,-2.108433734939759,3861.6044102545115
20,-0.9437751004016066,1.1044176706827304,2.16210049310249
21,1.5863453815261046,-1.5863453815261046,14.827783644122412
22,0.5020080321285141,4.076305220883533,1040.862244146113
23,4.9196787148594385,-4.598393574297189,5273.977751860648
24,-4.5582329317269075,1.666666666666667,2178.5956584808737
25,0.8232931726907626,4.718875502008032,1900.081296446453
26,4.598393574297189,-2.4698795180722892,2410.2115299893967
27,1.78714859437751,-1.3453815261044175,5.674370110914207
28,0.903614457831325,4.27710843373494,1271.3691691128408
29,-3.2730923694779115,-1.3052208835341368,220.75286681636345
30,2.791164658634538,-3.393574297188755,536.2864933389661
31,2.6305220883534135,-4.196787148594377,1196.9508519096228
32,-3.755020080321285,4.718875502008032,2449.9578017137865
33,0.7429718875502012,4.196787148594378,1175.1644349853466
34,4.357429718875501,-4.477911646586345,3109.1463298830035
35,4.397590361445783,-0.8232931726907626,1698.3181851120378
36,3.95582329317269,-4.317269076305221,2123.661669525757
37,-0.5020080321285141,2.951807228915663,268.22255875163626
38,2.2289156626506026,4.27710843373494,1283.9043018177817
39,0.6224899598393572,1.3052208835341368,6.861164997249338
40,1.0642570281124497,-2.751004016064257,198.22089868375082
41,1.9076305220883532,1.5060240963855422,17.187936766900037
42,1.5060240963855422,-0.46184738955823335,0.7918864490899699
43,-1.5461847389558234,-3.353413654618474,468.1530380601734
44,1.1847389558232928,-2.389558232931727,107.14386606876027
45,-0.7831325301204819,-3.6345381526104417,649.7494622023361
46,0.6224899598393572,1.9879518072289155,49.155432483861546
47,3.95582329317269,3.5140562248995977,1400.131414381419
48,1.5060240963855422,-2.751004016064257,196.84338272078892
49,3.995983935742972,-3.032128514056225,1174.7689164001208
50,3.6345381526104426,-3.594377510040161,1057.6817755698362
51,-3.112449799196787,-3.995983935742972,1113.1702026814844
52,-4.076305220883534,2.3895582329317264,1113.7414154161183
53,1.3855421686746991,-2.5903614457831328,151.96393383663315
54,2.068273092369478,1.7469879518072293,33.439255314807326
55,4.27710843373494,2.469879518072289,1546.1160780597565
56,-1.2650602409638556,2.5100401606425704,132.7879158424164
57,4.638554216867469,-1.0642570281124497,2429.8209194976403
58,-3.9156626506024095,2.8714859437751006,996.8414724058489
59,1.144578313253012,2.8714859437751006,244.63904499644119
60,2.429718875502008,4.759036144578314,1991.7823379184208
61,-3.8755020080321287,-2.9518072289156625,996.0086531719214
62,2.7510040160642566,3.6746987951807224,739.9446816648765
63,2.1485943775100402,-1.5461847389558234,16.48279474053681
